polarity,review
0,We saw
9,what appears to be our food
9,sitting at the food window . <s>
9,It turned out to be ours
9,after sitting there for a good 10 mins . <s>
9,An hour
9,after sitting down we finally got our food
9,which was mediocre at best . <s>
1,It 's a lot of food for the money
9,but i 'd rather take my money elsewhere . <s>
9,They were apologetic
1,and food was on the house
9,but we 're not coming back . <s>
0,This review is for the shot clinic
0,"they had in may , 2013 . <s>"
0,I have been to several shot clinics
0,and have been in and out in an hour or so
0,when i was at the back of the line . <s>
0,"Here i was the 6th person in line ,"
9,and waited about 2 hours . <s>
9,The vet was so slow . <s>
0,He would spend 20930 minutes with a dog . <s>
9,It was crazy . <s>
0,"This is a shot clinic ,"
1,intended to just get in and out . <s>
0,"If you want to have a regular vet visit ,"
0,go to your vet . <s>
9,I do n't have time for this with a toddler
9,running around . <s>
0,I just need my dogs
0,to get shots . <s>
0,"We then had blood drawn ,"
0,and waited another 20 minutes
0,to get the results (
0,the test took
0,5 minutes )
9,this shot clinic wasted my whole saturday . <s>
9,I was not happy . <s>
0,"I wanted to like this place , i really did . <s>"
1,It 's kinda euro cool
0,and feels
1,like it might be really unique . <s>
1,I love the old tempe style tall brick walls and the clean interior design . <s>
1,"We were greeted with a friendly smile and a "" no worries "" from our waitress . <s>"
9,"However , at that point , it went downhill so fast . <s>"
0,"First off ,"
0,"we ordered a couple of latte 's ,"
9,"and found them to be lukewarm instead of hot ( plus ,"
9,"they were all foam ,"
9,which means the barman was having trouble with the difference between capuccino 's and latte 's ) . <s>
1,They remade them
1,and we set about having a good time once again . <s>
9,"But then , our waitress was noticeably absent most of the time . <s>"
9,It took forever
9,to order the food . <s>
9,Forever to get the food . <s>
9,Forever to get the bill . <s>
9,Just absolutely terrible service . <s>
0,"Meanwhile ,"
9,"while we 're doing all this waiting ,"
0,there are three or four waitstaff and a manager
9,hanging around
9,and chatting by the cash register . <s>
0,I think
1,"this place has potential ,"
9,but i would call my investment in caffe boa a disaster . <s>
9,We wo n't be back . <s>
9,We had a very disappointing experience today at over easy . <s>
9,"First of all , the service was lousy , slow and inattentive . <s>"
9,We had to remind the waiter
9,twice to bring drinks and once to bring toast
9,that came with my father 's meal . <s>
9,The food was equally unremarkable :
9,i had the cheddar biscuits and gravy
9,"and they were bland , barely seasoned and cold . <s>"
0,"My husband had the famed "" waffle dogs """
0,and he said
0,"they were "" decent , """
0,but that 's about it . <s>
0,Our friend had the chicken fried steak
0,and found
9,"it lacked seasoning ,"
9,and the breading was sliding off of the meat . <s>
0,She said
1,"the hash browns were the best part of the plate ,"
0,"giving them "" three stars . <s>"
9," Overall , we will never come back to over easy again due to the service and bland , average food . <s>

1 0306769
0	I will keep this one short . <s>
1	Value : great . ( lots of food for the moo la ... wait is
1	that how you spell it ? ) Atmosphere : ummm ...
1	interesting place . <s>
9	But cheaply put together . <s>
0	Quality : ho hum . <s>
0	The food was fine ... but nothing special . <s>
0	Very plain . <s>
9	Service : well not much in the way of service ... order and the window and get out of the way . <s>
1	Not my favorite but worth the visit . <s>

1 0306842
0	We decided
0	to get a bite
0	to eat after golf
0	and since this is in my neighborhood was hoping for it
0	to be good . <s>
9	They seemed understaffed . <s>
0	I ordered the chicken salad with raspberry viniagrette . <s>
0	The salad came with ice berg lettuce ,
9	was overly dressed
0	and had dark chicken ( grilled ) on it . <s>
9	It was not very good . <s>
0	My husband ordered a hot dog and fries . <s>
0	He said
1	the hot dog was good ,
0	and fries fine . <s>
0	But
9	when the bill came we were charged $ 7 for the hot dog and another $ 6 for the fries . <s>
0	My salad was $ 8 . <s>
0	I hope
0	they are working on something
9	because it was not a good experience
9	and sad we only have the twisted lizzard
0	to eat at locally . <s>

1 0307108
1	Service here is always friendly ,
1	and it 's a pleasant place
1	that offers a lot of fish for the buck . <s>
0	Go for fish over lobster or shrimp ,
1	as you get more food for the buck ,
1	and it tastes good
1	going down . <s>
1	Plus , salsa bar ! <s>
1	They 've added dessert ,
1	and the coconut9lime bars are really good . <s>
9	Not so good is the sangria ,
9	which has a strange cardboard background taste . <s>
9	Why two stars ? <s>
9	Well , it does n't taste so good
0	coming back up . <s>
0	Five hours later , it all did ,
9	and the problem lasted for 24 hours . <s>
9	That matches food poisoning with that meal as the source . <s>
9	It 's too bad ,
1	as i enjoyed the meal
1	while it was happening ,
9	but this is a risk
9	i would n't take again . <s>

2 0307825
1	This is great
1	when you are in the mood for something different . <s>
9	As with any family9run hole in the wall , service can be slow ,
9	so be prepared . <s>
9	What the staff lacked in speed ,
1	they made up for in charm
1	and smiles . <s>
1	The food was good ,
9	but nothing that wowed me . <s>
0	I had the pierogis
0	while my friend had swedish meatballs . <s>
1	Both dishes were tasty ,
1	as were the side dishes . <s>
0	One thing
9	that was disappointing was
9	that the food was a a little cold ( lukewarm )
9	when it came out . <s>
9	Maybe the chef or the staff was having an off day . <s>
1	The restaurant itself is bright and clean . <s>
1	I will go back again
1	when i feel like eating outside the box . <s>

2 0307986
1	This place has good food and huge portions . <s>
1	I went for a team lunch and even with 6 of us during lunch ,
1	there was n't a wait . <s>
1	We ordered and the food arrived correctly and quickly . <s>
1	I ordered the citrus chicken salad 9 the lunch size portion with the jerk chicken , cranberries , golden raisins , pecans , etc. . <s>
0	. <s>
1	I could n't finish it . <s>
1	I am not sure what the entree size would look like ,
1	but i am sure
9	it would be a waste . <s>
1	Maybe good to share ? <s>
0	I did not order the desserts ,
1	although they all look great
1	and are huge . <s>
0	I saw online
9	that a slice of the chocolate motherlode cake has just over 2000 calories . <s>
0	I think
9	i will pass . <s>
9	The one down thing for the lunch is
1	that my manager ordered from the a la carte menu . <s>
9	Instead of a meal she ordered just a side of asparagus 9
9	and 6 stalks were $ 5.75 . <s>
1	It is brushed with oil and grilled . <s>
0	She claimed
1	it was very good ,
9	but at about $ 1 per piece , i do n't know
9	if it could be that good ...
1	my entire salad was $ 8.75 ...
1	the service was fast and friendly . <s>
1	She brought the food out correctly
1	and had no problem splitting up those order totals for those with credit cards . <s>

2 0308632
0	I have to agree with both pierre
0	and donald . <s>
1	However there are 2 menu items worth ordering . <s>
1	I get
1	them togo all the time for lunch . <s>
1	The lettuce wedge and the willy burger . <s>
9	The steaks are awful ! <s>
9	They put some crap
9	they describe a seasoning
9	that is so overpowering
9	you ca n't eat it . <s>
9	Also someone needs to teach the cook the difference between med rare and well . <s>
0	I know
0	i know
0	that is a big difference
0	but
0	when i ordered the rib9eye med
9	rare i got a hockey puck ! <s>
1	Sidebar the bread is really good
1	when you get it hot . <s>
1	The wrap up burgers are good
1	and the lettuce wedge rocks ,
9	skip the steaks ! <s>

2 0308746
1	Pretty neat bar with cool atmosphere . <s>
0	Live band on some nights . <s>
1	Food is n't bad for a bar . <s>
0	I had the bbq chicken pizza 9
9	the dough was tasteless
9	so i did n't eat the crust . <s>
9	The chicken was like jerky . <s>
1	But the overall flavor was pretty good . <s>
1	I 'll probably come back for happy hour specials . <s>
1	The prices seem fair
1	and i love live music . <s>

2 0308813
9	I had a total freak9out moment at bs . <s>
0	My best friend is gay and so i find myself here on a somewhat regular basis . <s>
0	The last time i went
0	i think
0	i was having an existential crisis . <s>
0	I had just died my hair red
0	and my reflection in all the damn mirrors inside bs was freaking my drunk self out . <s>
9	I bailed on my friends
0	and ended up in a cab
9	that cost double the normal price from old town to my house . <s>
9	Not a good night . <s>
0	If you 're a straight girl ,
0	bs will either bring a little bit of the bi9curious out in you
0	or you will find
9	yourself saddened by the fact
0	that the incredible hot go9go dancer would rather be touched by your gay friend than you . <s>
9	This place gets packed
0	and sometimes ,
9	when it gets all hot , sweaty and crowded i
9	get panicky like i need a good slap in the face
0	to calm down . <s>
9	Seriously , do n't wear your good shoes . <s>
9	Someone will spill a drink on them
9	right before they step on you . <s>
1	In all seriousness , they have two for one drink chips , fun music , and hot male go9go dancers in their underwear 9
1	what 's not to love about that ? <s>
0	It 's also the only place in scottsdale
0	where i 've played spin the bottle since high school . <s>
9	They have this weird little make9out/vip room upstairs . <s>
9	Just make sure to pee
9	before you go . <s>
9	The bathroom situation is a nightmare . <s>

2 0309116
1	This is a perfectly acceptable chinese restaurant . <s>
1	The food was quite tasty . <s>
1	The rice was not too sticky . <s>
1	The eggroll was not too greasy and quite good . <s>
1	The chicken was very tender . <s>
9	The egg flower soup was not the greatest . <s>
1	The restaurant looked clean
1	and the service was very good and friendly . <s>
1	The food came very fast , kind of too fast . <s>
0	I will probably go again ,
0	but get the food
0	to go instead of dine in . <s>
0	I do n't think
9	it was a great dine in experience ,
1	but the food was reasonably priced and good . <s>

2 0309195
0	Store bought cheddar cheese on a fish taco ? <s>
0	What is this ? 1990 's des moine ? <s>
0	We 've come too far as a dining public
9	to have to put up with these conveniently concocted impostors . <s>
9	Also , the  sonoran dog "" was less sonora and more hippie haberdashery . <s>"
1,"Both items , the fish taco and hot dog , were decent . <s>"
9,It was just their bastardization of these two original classics
9,that got to me . <s>
9,They were so far from the originals
9,that they should n't have shared the same name . <s>
1,"The place is alright ,"
1,"the prices reasonable ,"
1,and the ambiance relaxed . <s>
1,"A nice place to include in the lunch mix ,"
1,given you work in the area . <s>
0,My daughter was in the hospital and everyday all
0,she wanted
0,was sushi ! <s>
0,I am not very familiar with phoenix or good sushi restaurants
0,so i went to my phone for help . <s>
0,This restaurant was on the way to the hospital
0,so i thought
0,i would give it a try . <s>
9,It was n't quite what i expected . <s>
0,"Kind of like a sushi "" subway "" restaurant . <s>"
0,I ordered a shrimp tempura roll and a salmon roll . <s>
0,I am going to have to agree with marc
9,that it is a step above grocery store sushi . <s>
9,The service was eh
0,and the food was ok ...
9,but probably not somewhere i would go back to . <s>
0,"I would have given this place 3.5 stars , but not 4 . <s>"
0,"The pizza was good , not great . <s>"
0,Interesting combinations of ingredients on most pies . <s>
9,Could n't have been more disappointed by the margherita pie . <s>
0,"Honestly ,"
9,if you ca n't make a plain cheese pizza work what good are you ? <s>
1,"The decor was nice ,"
1,the waitstaff was excellent . <s>
0,"The wait , well let"
0,'s just say
9,it is not worth
9,it to wait even a half hour for this stuff . <s>
0,Go eat at parlour or cibo
0,and you will be just as happy with no wait . <s>
0,Would only go here again
0,if someone held my place in line
9,and i could swoop in here at the last moment . <s>
9,"Once again , hype outweighs reality . <s>"
1,Bam ! <s>
1,This place really pops . <s>
0,Either that or no other place was opened that night . <s>
9,"Definitely , not my cup of tea any more . <s>"
9,Everyone here was so young
9,and i felt so old haha . <s>
0,"Granted ,"
0,i think
1,"if you just wanted a few drinks with the guys ,"
1,this is a great spot . <s>
1,Drinks are cheap
1,and the music is bumping . <s>
1,The music is n't bad ;
1,then again i was really listening . <s>
1,I was busy playing the games in the back room . <s>
1,"Pool tables , extra large jenga , connect 4 ,"
1,and bean bag
1,throwing (
9,which i sucked ) come
1,and bring your a game ! <s>
9,I would n't say this would be a great pickup bar
1,"as some signs suggest ,"
1,but if you 're a gal pal then by all means . 9 enjoy ! <s>
0,I came in on an early friday morning
0,to buy a dozen and a half of donuts for my co 9 workers . <s>
0,"The man behind the counter found it odd i order such an amountapparently , by the way"
0,he repeated my order . <s>
0,"In my case 1 dozen would have been too little ,"
0,2 dozen too many
0,and i did n't want to waste any . <s>
0,That alrady made
9,me feel uncomfortable . <s>
0,"Just fulfill whatever order you get , i am customer . <s>"
0,"It was my first time here , after many , many drive by 's . <s>"
0,"He asked me what flavors and suggested to make a mix , i did n't have a preference ,"
0,as i just liked an assortment . <s>
9,Again i was frowned upon . <s>
0,Just give me your bestselling flavors ...
0,what 's the problem . <s>
0,"Well , i guess"
9,it was once and never again . <s>
1,"The donuts were fresh tasting ,"
9,but the service was far beyond friendly . <s>
9,"To bad ,"
9,you could have earned a new customer . <s>
1,This place is alright . <s>
0,"Honestly it looks just like pcl , but instead of a girl in the little glass box above ,"
0,there are now 192 gogo dancers . <s>
0,"The music was similar to any other place , nothing special . <s>"
0,I did n't think
0,it was all that different from pcl 9
0,"which is fine , i never had a problem with that place anyway . <s>"
1,"The drinks seemed strong ,"
1,which is always a huge plus in my eyes . <s>
0,"I 'd go back for sure , just not my first choice for dancing . <s>"
0,And the other 2 reviews on here seem completely planted . <s>
0,O_o be more convincing
0,if you 're
0,gon na do that . <s>
1,Been to this denny 's multiple times . <s>
1,"The food is good , not great . <s>"
1,"The service is usually good ,"
0,"but the last time i was there ,"
9,the server was terrible . <s>
9,He spilled ten glasses of water all other me . <s>
9,"I was angry , walked outside in the heat for a few minutes"
9,"to calm down ,"
9,and then came in with my shorts eventually drying . <s>
9,Other people in the group had problems with this server as well
9,when ordering . <s>
9,"Sadly , one of my friends wrote about him on a comment card ,"
9,and the manager called him informing him
9,that he was fired . <s>
9,"Personally , i would n't have wanted"
9,"him fired ,"
0,but i will say
9,i was quite annoyed with him that night . <s>
0,Went here for lunch today for the first time
1,and loved the atmosphere and service . <s>
1,Everyone was super nice and helpful
1,and the booths are so cushy and comfy ! <s>
0,My friend and i shared
0,the mushroom and sausage pizza and the chicken chopped salad . <s>
1,"The crust , mushrooms and sausage on the pizza were excellent . <s>"
9,The only thing
9,i was n't a fan of was the red sauce . <s>
9,"It needed more development ,"
9,it tasted a bit like tomato paste out of the can . <s>
1,"The chicken in the salad was grilled and in nice , small , easy9to9eat pieces . <s>"
9,The dressing was a bit
9,watered down
9,and lacking in flavor . <s>
0,"All in all , it seemed"
9,like nook just needs a little bit of fine9tuning
1,but has great potential . <s>
1,"I would definitely be willing to give it another go ,"
1,mainly based on the excellent service . <s>
0,This is one of those places
1,that gives you massive portions
0,to allot for their somewhat higher pricing . <s>
0,"However , overall i felt"
1,it was worth it . <s>
0,"We dined on the patio outside , along the golf course , in the evening"
1,when it was cooler out . <s>
0,"I had a salad ,"
0,which i mistakenly did not order the half size ! <s>
0,I was brought a regular full size
1,which could definitely feed a small family . <s>
1,Haha . <s>
1,"Very tasty and fresh , i really enjoyed it . <s>"
9,Our server was a bit aloof . <s>
9,She just did n't seem to be there
9,and maybe was a little stressed out or overwhelmed . <s>
1,Very sweet girl though . <s>
1,"I usually like amc , i do . <s>"
0,But it seems
0,"that everytime we go here ,"
9,there is a problem . <s>
0,"For example , the other night , we wanted to see date night . <s>"
0,Both moviephone.com and fandango.com had shows at 8:45 and 9:40 . <s>
0,"When we showed up ,"
0,"having missed the 8:45 ,"
0,we wanted to go to the 9:40 show . <s>
9,"No one was up front selling tickets ,"
9,so we had to buy it through the machine . <s>
9,It said
9,"it was currently 8:51 ,"
9,and that the only show that night was 8:45 . <s>
0,So we figured with previews
0,"we 'd be fine ,"
0,bought the tickets ...
9,which then came out of the machine completely smeared and unreadable . <s>
0,"Upon entering the theatre ,"
0,we realize
9,"it was way into the movie ,"
0,so we check out cell phones . <s>
9,It was actually 9:25 99 the machine 's clock was off . <s>
9,We went back to guest services
9,"to get a refund ,"
9,and were told
9,there was no 9:45 . <s>
9,"Then i saw his sheet of paper ,"
9,and pointed out to him
9,that it said 9:45 was the next showing . <s>
0,After a moment
9,"of "" oh , well , i just did n't see that ..."
9,"and the machine is broken """
0,we asked
0,"if we could just go see the 9:45 , and were let in . <s>"
9,"For the outrageous prices for both tickets and food ( and the machine sure does n't help or give any student discounts ) ,"
9,i 'm really underwhelmed . <s>
9,We 'll probably look at another theatre . <s>
0,I had a very mixed experience at the stand . <s>
1,The burger and fries were good . <s>
1,The chocolate shake was divine : rich and creamy . <s>
9,The drive9thru was horrible . <s>
9,It took us at least 30 minutes
9,to order and get our food
0,when there were only four cars in front of us . <s>
0,I can understand how drive9thrus can get backed up . <s>
0,It happens . <s>
9,All the worker had to do
9,was apologize for the wait
0,when we got our food . <s>
9,We complained about the wait
9,and we got a half hearted apology . <s>
1,I would like to go back
1,because the food is good
1,and i want to support a local business . <s>
9,My only hesitation is the long wait . <s>
9,It is hard to wait that long in a drive 9 thru . <s>
0,Went for sunday brunch after morning rains
9,so the patio was closed . <s>
9,They should switch entrances
9,so the restaurant comes before the market . <s>
9,Kinda confusing for the first time visitor . <s>
1,The restaurant itself is very nicely decorated with a classy feel . <s>
1,It 's a varied clientele : i noticed tables
1,"that could 've been from the golden girls to real housewives of scottdale to teen mom , az . <s>"
0,. <s>
0,I thought
0,"the food ,"
0,"while good , was not anything spectacular . <s>"
9,Portions were pretty small for the price
9,and there was not much by way of presentation
9,to match the tag . <s>
9,My sangria seemed a bit diluted . <s>
9,Our waiter was being trained
9,so i 'll pardon his awkwardness
9,as he tried to repeat everything
9,he was supposed to memorize multiple times . <s>
1,I 'd come back on a cool day
0,"to try hh out on the patio to people watch ,"
9,but probably not for brunch . <s>
0,Came here last week with my $ 10 for $ 20 groupon . <s>
9,Their menu is a little uninspired with the standard sandwich items
9,and a tiny bag of lay 's come with the sandwiches . <s>
9,All the other chips options
9,they have are extra . <s>
0,"For two sandwiches , two orders of soup and one tea , i think"
9,we ended up at about $ 26 . <s>
0,Glad i had that groupon . <s>
9,My sandwich was just okay . <s>
9,Exactly what i could make at home
9,so i was a bit disappointed . <s>
0,I tried the broccoli cheese soup
0,"and it was n't bad , not great"
9,and i probably would n't get it again . <s>
0,While you could tell
0,"it was a locally owned and decorated place ,"
1,it was cute
9,but i did n't really like sitting at patio furniture inside . <s>
0,Personal preference i guess . <s>
9,Since nothing wow 'd me
9,"and it was a bit on the pricey side ,"
9,i probably would n't come back . <s>
0,Sorry ladybug . <s>
0,Incredibly odd layout to this place . <s>
0,I needed a few minutes and a rosetta stone to figure out
0,why there needs to be segregated dining . <s>
0,Still a mystery . <s>
1,The food is pretty good . <s>
0,I echo the overall sentiment about the authenticity . <s>
1,But they 've done a decent job
1,of melding the upper east side with the southwest . <s>
0,One thing
9,they should have left on manhattan
9,is that nyc attitude . <s>
9,Because customer service matters in the rest of the world . <s>
1,Love this neighborhood spot . <s>
1,Great place to go to enjoy some good food
0,"( bar foods ) ,"
0,and drinks . <s>
1,They have a wide selection of beers to choose from
1,and are very knowledgeable about them . <s>
1,The staff is super friendly and attentive . <s>
1,My favorite menu item ... <s>
1," the big freaking nachos  , a delicious twist on nachos . <s>"
0,"Made with fried wonton chips ,"
0,"crumbled italian sausage , pepperoni slices , peppers , and melted cheese . <s>"
1,Yum ! <s>
9,"Do n't expect anything fancy in terms of ambiance ,"
0,"it 's a hipster hang out ,"
1,very eclectic . <s>
0,I was introduced to five guys burgers during one of my many trips up to chandler blvd. . <s>
0,. <s>
0,"The burgers come in two sizes , a double and a single . <s>"
1,All of the toppings are free
1,and the options are plentiful . <s>
1,The soda machines are the new touch screen type with lots of different flavors . <s>
1,The burgers are always juicy and delicious although i could stand
9,for them to be a little bigger . <s>
0,The real reason
1,why i will continue to return
1,are the fries . <s>
1,Omg these are probably the best fries
1,i 've had
0,since i had thrasher 's fries on the boardwalk of ocean city md. . <s>
0,. <s>
0,If you put ketchup on these fries you
0,are missing the point entirely . <s>
0,Vinegar is provided on the condiment table
1,and takes the fries to the next level . <s>
1,"As a word of advice , the small order of fries is more than enough for two people . <s>"
0,Save your money
0,and share a small order . <s>
9,This brings me to the only real negative ... the prices . <s>
0,I am aware
0,that
0,if you want a quality burger
0,"you will pay for it ,"
9,"but when my wife and i get a burger each , a small fry to share and two drinks"
9,"and it comes to 20 dollars ,"
9,something is wrong . <s>
9,I 'm never full
9,when i leave
9,and it seems
9,like i should be after spending 20 bucks for lunch . <s>
1,Definitely worth checking out
0,though if you 're a burger/fries fan . <s>
0,I 'm torn on 4 or 3 stars . <s>
0,I thought
1,the food was good . <s>
0,They bring you 3 types of salsa . <s>
1,We arrived to a really good 2 person band
0,performing on thursday night . <s>
1,Its just a nice place to hang out . <s>
0,I would have to rate
9,it was expensive . <s>
0,I had the seafood guac . <s>
1,Wow was it good . $ 15 but the quality and taste made it worth every penny . <s>
0,I probably would have given it 3 stars
0,if it wasnt owned by santana i admit i like music and i like live music places . <s>
1,Great place for going to the movies . <s>
1,"I like this place for a lot of reasons , here are some of them ... 1 . <s>"
1,"Clean , no smells , my feet never stick to the floor 2 . <s>"
1,I feel safe there and in the parking lot 3 . <s>
1,The people that work there seem to understand what i am saying 4 . <s>
1,There are many theaters
1,so i can almost always find a movie at the right time 5 . <s>
1,I can eat an okay dinner
1,"and get to the movie ( baja fresh , panda express , wildflower bread co. , claim jumper etc ) 6 . <s>"
1,They never freak
1,when i bring a drink from another place 7 . <s>
1,My friends can find the place easily 8 . <s>
1,Rarely packed out even for brand new releases <s>
0,I would probably give this place 3.5 stars . <s>
0,I am rounding up to 4 stars
1,because the prices are much more reasonable
0,"that other "" dinner movie theaters . <s>"
1," Also , the service is friendly and fast ,
1	and the menu options are pretty good . <s>
1	The food also seems a bit cheaper than other similar places . <s>
9	The food however is n't amazing . <s>
1	It seems to be slightly better than other places
0	we have been to ,
1	and they are somewhat generous with their portions . <s>
0	While some of the seating is more normal ,
0	regular chairs , there are also seating options
0	that are office chairs . <s>
1	They are comfortable ones ,
9	but at times it can be a bit awkward
0	when you swivel into your neighbor
0	or try to get comfortable . <s>
0	I will continue to go here though for this type of experience ,
1	as the prices are so reasonable . <s>
1	It 's also very clean ! <s>

3 0315233
1	Yum !! <s>
1	What a cool place !! <s>
1	The wine list is great
1	and introduced me to a new favorite wine : sparkling sauvignon blanc !! <s>
1	A perfect combination of my two favorite wines ! <s>
1	The extensive bruschetta menu was novel & very good . <s>
1	Also surprisingly filling . <s>
1	I would also highly recommend the cheese board ! <s>
1	Nothing was left unfinished on ours ! <s>

3 0315624
1	Coup des tartes is a particularly romantic place ,
0	although i 've never been here with someone i had even the most remote romantic thoughts about . <s>
0	Is n't that funny ? <s>
0	What 's funnier is
0	that i went here with some guy i
0	married for our wedding night dinner ! <s>
0	Ha9ha !
1	* the food is very delicious
1	and the women that work here are uncontrollably adorable , always . <s>
1	It 's a little dream of a house
0	and takes you a bit out of the city
0	when you 're here . * back story :
0	i married some bulgarian
0	so he could get citizenship . <s>
0	It did n't work out ,
0	so we are d9i9v9o9r9c9e9d . <s>
0	At the ripe young age of 24 , too ! <s>
0	My grandkids are going to have a field day with me . <s>

3 0315821
0	This particular location is n't as busy as the location in tempe . <s>
0	Why that is ,
0	i am not sure
0	considering it is sitting across the street from the mall . <s>
1	Over all the food and service is very good . <s>
1	Very attentive and food is huge ! <s>
1	No matter what you order , it 's tough to finish . <s>
1	Bakery has a lot
0	to offer anyone
0	who comes in . <s>
1	Bagels are fresh in the morning ,
0	but i would not recommend purchasing after 11am . <s>
1	The cream cheese is awesome ,
0	which we brought home tonight . <s>

3 0315893
0	I 'm not a huge greek fan ,
0	probably because i do n't like lamb gyros or pitas or
0	whatever they want to call it . <s>
0	But today i went in just get a chicken pita . <s>
0	I thought
0	it would be like any other chicken pita
0	but i was wrong . <s>
1	The chicken was very moist and the flavor was damn good . <s>
1	There sauce actually had good flavor to it since other places
0	i 've had we 're very bland . <s>
0	My friend got the chicken kabob plate ,
1	which for 8.99 was huge . <s>
