polarity,review
1	He got a salad then a huge thing of rice , huge chunks of chicken and some toasted pita bread . <s>
1	Well worth it ,
1	this thing could probably feed 2 people . <s>
0	The rice
1	they have
1	is great
1	and the pitas were not over cooked/toasted . <s>
0	The only draw back is during lunch
9	it can get cramped in there
9	and the pepsi seemed alittle sweeter
0	than it should be . <s>
0	But those are very small problems . <s>
1	I would come back again
1	when i 'm in the area . <s>

3 0317355
0	Went late ,
0	was going to macaroni grill
0	but thought what the heck ,
0	lets get some of that claim jumper going . <s>
1	Very clean with wide open feel to it . <s>
1	Nice lighting and greeted right away
1	and our waitress was excellent ,
1	she actually had a personality
1	and checked on us often . <s>
1	The food was decent comfort food . <s>
1	Huge portions as others have noted . <s>
0	I had the rotisserie chicken with mashed potatoes
1	and it was spot on . <s>
1	They have a good selection of beer on tap
1	and have their own brand of beer on tap ,
1	their version of hefenwisen was very good . <s>
1	Nice body and tart . <s>
1	Really good wedge salad too ,
1	i likes me some good wedge salad . <s>
1	I would definitely go back
1	to get our claim jumper on . <s>

3 0318240
1	I really really really like the personality of this  newly """
1,discovered place . <s>
1,The evening temps allowed us to sit and enjoy on the patio . <s>
0,The owner ? <s>
1,Greeted us
1,and had a conversation with our dinner companions
1,"since they both lived/worked in maryland at one point ,"
1,"demonstrating to me at least ,"
1,that he seemed sincerely interested in his clientele . <s>
1,We shared
0,a crab dip app and i thought
1,"it was rich , creamy and delicious . <s>"
9,But the problem
9,with sharing an app with some folks is no one likes
9,"to take the last few bites ,"
1,so i wound eating alot of it . <s>
0,"I ordered the green chile sauce pasta , however ,"
9,i was a little disappointed
9,that there was not much green chile flavor/kick to the dish
0,( i 'm aware
0,that not all green chile 's are fiery hot ) . <s>
1,"My wife 's dish , the baramundi special , was much better , albeit a tad heavy on the rice . <s>"
1,"I also ordered a cup of clam chowder ,"
9,but had it sent back
9,because it had bacon in it . <s>
9,I do n't think
9,clam chowder has bacon in it . <s>
1,We were comp
0,"'d a mixed berry "" cobbler "" desert"
9,since a side salad
9,that was ordered was not brought out . <s>
9,"It was a huge desert , but rather cakey , and more like a berry shortcake than a cobbler . <s>"
1,"Overall , a nice little place with a great atmosphere . <s>"
1,Excellent service and staff . <s>
1,Many seafood options for non9meat eaters . <s>
1,Coffee tastes great . <s>
9,Service was a little questionable . <s>
0,I do n't mind having to wait a bit for coffee 9
0,i understand
0,that quality takes time . <s>
0,But i think
9,it would help to have more than one person
0,making the drinks on a saturday morning . <s>
9,I waited in a line with about 6 people in front of me
9,and did n't have my drink until 20 minutes later . <s>
9,"Also , the drink was wrong . <s>"
0,I ordered a hot salted caramel latte
9,and ended up with an iced regular caramel latte 9
9,"and yes , it was definitely my order . <s>"
0,I drank it anyway
1,and it was pretty good . <s>
0,I went back later to give it a second chance
0,and finally got my salted caramel latte . <s>
1,It was amazing ...
0,i added a sprinkle of cinnamon
1,and it was a glorious fall beverage . <s>
1,"Also , the price was reasonable 9"
1,i love
0,that they do n't add tax . <s>
1,"I recommend this place ,"
0,but make sure
0,they take your order correctly . <s>
0,Searsucker is nestled into the corner next to neiman marcus at scottsdale fashion square . <s>
0,I 've
0,driven by so many times
0,and had n't seen it ! <s>
0,Now having been for the yelp event last night i
1,'m really glad i got to try it out . <s>
1,The decor is very cool . <s>
1,Modern but with rustic elements
1,and has touches of a southwest motif
1,to match the desert . <s>
1,The staff was great9both servers
1,and bar staff were friendly and helpful . <s>
1,I really enjoyed the samplings of food
1,we tried9especially
1,the experience of the charcuterie table with various culinary offerings
1,artfully displayed and open for indulging ! <s>
0,"Their full menu is organized into sections : smalls , bites , ocean , ranch , farm , greens , ands . <s>"
1,Everything looks and sounds great
9,although unfortunately for those of us
9,"who do n't eat meat , many of the seafood and even green dishes include meat . <s>"
9,"So although i might not find too many items for dinner ,"
1,i may be back to have a crafted cocktail in the lounge . <s>
0,My friend and i had gone to az this past weekend for spring training
0,to see the angels play . <s>
0,After their game we went on a mission
0,to find a place for dinner (
0,"yes it was early ,"
0,we had waken up at 415 am
0,to drive down there
9,and had barely eaten
9,so naturally we were starving by 5pm ) . <s>
0,She wanted to get a little bit of shopping in as well
0,so i looked it up
0,and found cadillac ranch in tempe marketplace . <s>
1,Since it was still kinda early we were seated immediately . <s>
1,The place looks really cool i dig . <s>
1,Our waitress was super nice and quick
1,she gave us waters
1,immediately before taking our order . <s>
1,I got
1,the pork tacos and my friend got buffalo chicken strips as an entree . <s>
1,The food came out pretty quick
1,so that was a plus for our ravenous tummies . <s>
1,My tacos were pretty legit . <s>
1,It came with a side of chips and salsa ;
9,the salsa i 'll pass on ( tasted like pace bottled salsa )
1,but the chips were n't bad . <s>
1,My friend 's buffalo strips were hands down some of the best buffalo chicken
1,i have ever tried . <s>
0,I do n't know
0,what they did
1,but it was the most tender melt9in9your9mouth chicken . <s>
0,I almost wished
0,i had
1,ordered that instead . <s>
0,Our bill came out to $ 17something in the end for 2 entrees and 1 soda
1,so that was also pretty awesome . <s>
1,Thus why it deserves the 4 stars . <s>
9,This location is in a scary neighborhood . <s>
1,"But , the inside was renovated with mcd 's new interior design . <s>"
1,So it looks nice
1,and well kept up thus far . <s>
9,The cashier i got tried to charge me for using my living social deal . <s>
0,He said
0,"it was just $ 1 off ,"
0,when in fact the ls deal was prepaid for already . <s>
0,I told him to ask his manager
0,"and she would correct him ,"
0,which she did . <s>
1,Fries were good . <s>
1,"I likely will return to this location ,"
9,but maybe not at night . <s>
1,This gb is one of our favorite places
1,to stop for snack and good seasonal beer . <s>
1,We try for sundays to do our shopping in the area
1,and stop here ...
1,because it is happy hour in the bar area all day long . <s>
1,"Great specials on their beers , wine and appetizers . <s>"
1,"We have tried several of their appetizers ,"
1,but you ca n't beat their garlic fries here !! <s>
1,Yum9o ! <s>
1,"Anyhow , the service here is always great . <s>"
1,"The hostess , bartenders and waitress are always friendly and ready to take your order . <s>"
1,It is especially nice
1,when the weather is beautiful then
1,they open up the patio/bar area . <s>
1,Great place to watch games ...
1,plenty of tv 's . <s>
0,"I frequent the mill ave. location ,"
0,because i work in the area
1,and it does not compare to the san tan gb . <s>
1,Decided to check this spot out with a group of friends on saturday and what a cool little bar ! <s>
0,"It 's super tiny ,"
0,like you could drive past it in a nano9second . <s>
1,The interior decorations are pretty sweet . <s>
1,"They have this like wood wallpaper all around the place , super man9cave worthy . <s>"
0,"They have tons of silly named drinks on the menu ,"
0,but i stuck with beer . <s>
0,"The bar is super small ,"
1,but the service was great
0,and the people
1,watching even better . <s>
1,It 's a cool spot
0,to jsut catch a drink
0,and not worry about the outside world for a bit . <s>
1,"All in all , cool little bar"
0,that i 'm sure
0,i 'll make my way back to when i 'm in the area . <s>
9,"Although i prefer the beer at another local brewery ,"
1,this place has amazing food . <s>
0,We all had trouble
0,deciding what to order . <s>
0,"I tried only one wing , because the guys"
1,devoured them . <s>
1,I should have taken pics of their sauce stained faces . <s>
0,"I had the stuffed mushroom burger ,"
1,which was amazing
1,and i could n't get enough of their beer battered fries . <s>
1,My friend 's rib eye philly sandwich also looked really good
1,and that will be the next thing
1,i try
0,when i come back . <s>
9,Service was a bit slow . <s>
0,We asked to sample some beers
0,before we ordered
9,and it took forever for our waitress
9,to bring them out . <s>
9,We thought
9,she had forgotten about us . <s>
1,But the food was worth the wait . <s>
1,There was live music
1,when were were there for dinner on a sunday . <s>
1,The guy was pretty talented . <s>
0,I 've
0,been hoping for a place like grabbagreen
0,to come to the neighborhood . <s>
0,"They offer a variety of smoothies , fresh juices ,"
0,"acai bowls ,"
0,and rice ( or other grain ) bowls . <s>
9,"It is a little pricey ,"
1,"but good , fresh ingredients can be ."
9,"( i spent $ 18 on a rice bowl with tofu and a fresh juice ,"
1,but i was able to stretch the bowl into two meals ) . <s>
0,You have to like healthy
0,if you 're going to like grabbagreen . <s>
0,"And i do ,"
0,so i thought
1,it was pretty good . <s>
0,My bowl
0,( i
9,"got a bbq one ) was a little bland , but nothing"
1,that a dash of siracha did n't solve . <s>
1,"Their fresh juice was a little small , but very tasty . <s>"
0,I also have picked up a smoothie there
1,and it was big enough
1,to end up
1,being my dinner . <s>
1,I 'm excited to try their acai bowls next ! <s>
1,This is a great little family run italian restaurant in a strip mall . <s>
0,"Do n't let the location or decor steer you away ,"
1,the food is really quite good . <s>
9,"While the place is rather small and usually pretty crowded ,"
1,we have never had to wait too long . <s>
9,There is no alcohol available
1,but you can byob
1,and they do n't charge a corkage fee . <s>
0,Make sure to bring cash
0,as it 's the only way
0,you can pay . <s>
1,The prices are fairly reasonable however
1,and portions are certainly adequate but usually not obnoxious . <s>
1,The owner has always been very personable on our visits
1,and you 'll likely be waited on by one of his sons . <s>
0,Even though we are from out of town we
0,always feel
0,as if they remember us . <s>
1,My son loves
1,their meatballs (
1,they are huge ) . <s>
1,The eggplant is good too and try the tiramisu ;
0,i believe
1,the owner 's wife makes many of the desserts . <s>
0,"As for pasta dishes ,"
0,we usually just tell the waiter
1,what we are in the mood for and they recommend something . <s>
1,We 've never been disappointed . <s>
1,Wow ! <s>
0,We were just there
0,and i 'm thinking
1,about going back again tomorrow . <s>
0,"Seriously , they had a squash blossom stuffed with dungeoness crab , shrimp , sausage and manchego cheese . <s>"
1,"It must be laced with something addictive ,"
1,because i ca n't wait to get my hands on more . <s>
1,Equally as delicious was the duck breast with lingonberry sauce . <s>
1,Wow ! <s>
1,Done to perfection . <s>
0,Hubby had the short rib special
1,and it melts in your mouth . <s>
0,"We actually had a groupon ,"
1,"but we will go back for sure ,"
1,"because even at full price , it 's worth every penny . <s>"
1,Service and wine was impeccable too . <s>
1,This is nothing short of amazing . <s>
9,I 'm almost 60 years old and out of shape and limping around with back problems . <s>
1,I was intrigued by the low impact aspect of the workout and the stretching benefits
0,which i desperately needed
0,and i had to try it . <s>
1,They were patient with my skill level and very helpful . <s>
9,Turning upside down scared me to death
1,but it was easy
1,and i could n't wait to go back . <s>
1,It was so helpful
1,it actually decreased most of my back pain
1,and i 'm walking better . <s>
1,Every part of my body got a gentle workout
1,as i did the balanced lotus class . <s>
1,At the same time it was challenging
1,and i went at my own pace . <s>
0,There is nothing
1,that stretches as this does . <s>
1,I love it !! <s>
0,I can not believe
0,this is fry 's ! <s>
0,I remember
9,"what it looked like years ago , old and gritty . <s>"
0,"I have n't been in this store in years , until this week . <s>"
1,The remodel looks amazing ! <s>
1,"As soon as you walk in , there are a ton of flowers and plants"
1,to welcome you . <s>
1,"To the right , are the shopping carts , to the left ... a real cold stone ice cream shop ! <s>"
1,The entire store looks so much better . <s>
1,"There 's even a walk in wine section , sit down wine area . <s>"
1,This is now my grocery store . <s>
1,Love
1,that i 'm just a 5 min drive ! <s>
0,I live in the neighborhood
0,and a few months back was wondering
0,why there were all of these cars late at night by this little place . <s>
0,"Well , i stopped in"
1,and was so excited to learn
1,that it was a coffee/wine bar . <s>
1,I have been back several times for lunch and dinner
1,and it just keeps getting better and better . <s>
1,I even hosted my monthly book club here
1,and everyone had a spectacular time . <s>
1,"The staff is great and rebecca ,"
1,josh and jeff always aim to please . <s>
1,I highly recommend the lavosh of the moment & the roast
1,beef sliders are divine ! <s>
0,Follow them on twitter
1,as they tweet specials almost every day . <s>
1,Ca n't wait to see more people discover this little gem . <s>
1,"Try chicken noodles ,"
1,its the bomb . <s>
1,They have great lunch menu . <s>
1,"Red curry , yellow curry are great . <s>"
1,Tom yum and tom ka are great . <s>
1,Make sure
1,you pick 195
1,and stay within 3 . <s>
9,"Its a bit packed during lunch ,"
0,i wish
9,"they could turn around faster during lunch , oh well , its worth the wait . <s>"
0,My asian colleagues
1,who travel for short visits at least go here once
1,and love it every time . <s>
1,"Need i say more , officially addicted to swadee ! <s>"
0,Finally tried this place with friends from out of town . <s>
0,We went on a saturday afternoon for lunch
9,and waited about 20 min for a table . <s>
1,The menu looks amazing ! <s>
1,"Wonderful sandwiches and salads ,"
0,as we waited and eyeballed the food coming out to other tables
1,we were immediately impressed . <s>
0,I went with the veggie hummus pita wrap
1,which came with super crispy sweet potato chips . <s>
0,My husband opted for the sweet potato tacos
0,that i kept staring at . <s>
0,Our friends also ordered the sweet potato tacos and and the steak tacos . <s>
1,We each thoroughly enjoyed our meals
0,and with all plates cleaned
0,we ordered a round of coffee and tea
0,to finish the meal . <s>
1,"Everything was deliciously fresh , good flavors . <s>"
1,The decor is simple and clean
0,and my friend commented
0,that she felt
0,like she was at a virginia beach house . <s>
1,They passed
1,the water glass test too9always a bonus . <s>
1,Great place !!! <s>
0,We have eaten here many times
1,but this time was extraordinary for some reason . <s>
1,The service was impeccable ! <s>
1,The timing of bringing the food was perfect . <s>
0,We had the crab puffs . <s>
0,I never eat crab
1,but this was great ! <s>
0,I had the sweet and sour chicken with brown rice . <s>
1,There was enough for two more meals
1,after we took it home . <s>
0,"My husband got something with rice , chicken , pork and shrimp combined . <s>"
0,I have never reviewed the water before
0,"but honestly , it reminded me of the water"
0,we used to get right from the spring . <s>
1,I would pay for their water
1,it was so good
1,but it 's free . <s>
1,This is a great place
1,"if you want to have a conversation with someone ,"
1,it 's quiet . <s>
1,Note : stellar report from the health department ( does anything else matter ??? ) <s>
0,I ca n't believe i
0,"never reviewed here before ,"
9,and so sad it 's too late . <s>
0,Just got news
0,that
0,"after nearly 25 years , they 're"
9,closing their doors . <s>
9,Devastated . <s>
1,Me and my guy fell in love here . <s>
1,Planned to get
1,married here . <s>
1,Planned to have holleywood alley around ! <s>
9,"We live 1,200 miles away now ,"
9,and we are so sorry to hear the awful news . <s>
1,We will miss this place no doubt for many reasons . <s>
1,"Thank you , hollywood alley , for the amazing memories . . <s>"
0," we can pay the farmer now or the doctor later . <s>
0	 This was a quote on the back of their daily specials"
0,commenting about the price . <s>
0,It really does sum it up ! <s>
1,This place values the quality and preparation of its food
1,and you really can tell . <s>
1,The food was beyond fresh . <s>
1,Everything
1,we had
1,( see below )
1,was tasty ! <s>
1,"Raw nori rolls ( resh vibrant veggies ( cucumber , seasonal sprouts , bell peppers , carrot , celery , zucchini ) black bean quesadilla roasted vegetable pizza soup 9 roasted red peppers and tomatoes with quinoa and kale chocolate caramel heart ( sweets ! )"
1,"And i 'm not a huge tea fan ,"
1,and that was fantastic as well . <s>
1,Cranberry orange tea
1,the thing ioved most about this place
1,was
1,how calming the ambiance was . <s>
0,"So many times we are always in a hurry ,"
0,"enamored with loud conversation , tons of people , etc. . <s>"
0,. <s>
1,This was just the opposite . <s>
1,It felt like a vacation within the city . <s>
1,That 's nicer
0,than you realize from time to time . <s>
1,Awww yes ! <s>
1,This is a fantastic place
1,even if you are a meat lover . <s>
1,Dennita scores again with her latest costume institute function !!! <s>
1,"The focus was halston , his work and a strange but highly inciteful film about this american fashion icon"
0,prevailing over the 1970 's and beyond . <s>
1,Lots of young stylish men and women seem to echo my sentiments . <s>
0,Dennita is the chief curator of the costume institute . <s>
0,For the last 8 years approx . <s>
1,She has brought needed energy and momentum to this faction of the museum . <s>
1,We are blessed
1,to have her in our midst ! <s>
1,Anxiously awaiting her next event ! <s>
1,"This one was entirely affordable at $ 20 ,"
1,offering a pre9party with yummy food and a 2 hour film . <s>
1,Cash bar was reasonably
1,priced as well . <s>
1,Great vibe ! <s>
0,I was there on a tuesday
0,99
0,the first time i have been
0,since the bar has changed owners . <s>
1,"First of all , it was packed on both sides"
1,#NAME?
1,that this spot will make it . <s>
1,Posh crowd in the typical downtown phoenix fashion . <s>
9,Food took a little while to come out
1,but the meals were great ! <s>
1,I had grilled chicken and veggies on skewers
1,99 amazing flavor ! <s>
1,I will definitely be back . 1 1 great beer selection as well . <s>
1,"After almost 2 months of visiting this place , i am still fantasizing about their food ! <s>"
1,I trusted my fellow yelpers
0,when i was taking a road trip with family to tucson from california
0,and had to stop for dinner on the way . <s>
1,The yelpers ' raving reviews did not let us down . <s>
9,When we got there it actually looked closed from the outside
9,"especially since the open sign was n't lit ,"
0,but we took a chance
0,and opened the door anyway to find
1,that it was indeed open . <s>
1,"It 's a tiny little place with a dia de los muertos theme ,"
1,so it was rich with color and culture . <s>
9,There was only one server
9,so it was a little slower
9,"than we 'd like ,"
1,"but in her defense , she was pregnant . <s>"
1,We each had to order the horchata with pecans and melon
1,because it sounded so good . <s>
0,The cup
0,it came in
1,was humungous
1,and thank goodness for that
1,because it was awesomely delicious ! <s>
1,We also pigged out on the chips and variety of salsas at the salsa bar . <s>
1,The salsas are seriously amazing
1,and there were a lot to choose from and taste . <s>
1,I especially loved the jicama salsa . <s>
1,I ordered 2 carne asada tacos with rice and beans . <s>
1,I was already so full from eating all those chips and horchata
0,and usually it 's hard for me
1,to enjoy the taste of something
1,"after i 'm super full ,"
1,but the tacos were so good i finished them . <s>
0,"I only tasted a little bit of the rice ,"
1,which was okay ...
9,"probably my least favorite thing i ate there ,"
1,but the beans were very good ! <s>
1,I was soooo full afterwards
1,and i left with a smile on my face and a new favorite restaurant
1,"that i 'll have to stop at whenever i 'm in phoenix ,"
9,"which is n't very often , sadly . <s>"
1,Yum yum yum . <s>
0,Husband and i first went there early on a first friday night
1,and were pleasantly surprised to be seated right away . <s>
0,We did n't want anything too heavy
0,since we were planning on doing some walking
0,so we split the spanish cheese plate
1,which was delightful . <s>
1,The fig cake is delicious !! <s>
1,Splitting the plate made the bill pretty affordable
1,and it was just enough
1,to fill us up
1,without overdoing it . <s>
1,The server was very helpful in suggesting a champagne for me and red wine for husband . <s>
0,Do n't remember what we had
1,but my champagne had a strawberry in it
1,and was perfectly bubbly . <s>
1,Ambiance and decor is nice and mellow . <s>
1,We 've since
1,been back with friends
1,and it has been enjoyable for both a date night
1,and chatting it up with people . <s>
1,Enjoy ! <s>
0,I have lived in the valley since 1999
0,and i have been to almost all of the pool halls in the valley
1,that are worth visiting . <s>
1,"I love this place ,"
1,"the staff are amazing ,"
1,the tables ( all 42 of them
1,) are in great shape . <s>
1,"Main street billiards has been a mainstay of the mesa , greater phoenix pool scene since its grand opening in 1992 . <s>"
1,"With 42 tables , it is the largest pool hall in the east valley . <s>"
1,Main street currently hosts a total of 3 weekly tournaments
1,"( check out our tournament schedule ! ) That appeal to different skill levels ,"
1,as well as several competitive pool leagues . <s>
1,"In addition to weekly tournaments , main street has hosted many exhibitions and playoffs for well9known professionals . <s>"
1,"Main street 's central location in mesa ( within easy freeway access of the u.s. 60 9 superstition freeway , 101 9 price freeway , and 202 9 red mountain freeway ) ,"
1,makes it an easy commute valley9wide . <s>
0,The main room has
1,fourteen barbox and sixteen 9 foot tables to accomodate league players and the general public . <s>
0,The tournament area is designed
1,to give players enough room and seating
1,so that they can concentrate on their game . <s>
1,"Main street offers the "" player 's corner "" for those"
1,who want to take their game to the next level . <s>
1,Three 9 gold crown tables are
1,offered in a semi9enclosed area
1,featuring triple shimmed pockets
1,and simonis 860 cloth . <s>
1,"If you 're up for a ring game or some competitive play ,"
1,this is the place to be ! <s>
1,"Main street billiards has been a road stop for several world class players ,"
0,and held
1,several exhibition matches . <s>
1,For almost two decades we have been the action spot in the east valley . <s>
1,A must9stop
1,over when you 're in the phoenix area . <s>
1,Best southern food i 've ever had ! <s>
1,Far better than roscoe 's hands down . <s>
1,Their fried chicken is nicely seasoned . <s>
1,Not too much batter so
1,"when you bite into it ,"
1,you 're getting the right amount of crunch
1,without the doughy taste . <s>
1,And it 's juicy too ! <s>
1,Even the breast . <s>
1,Their house made
1,hot sauce is perfect on everything . <s>
1,I also ordered the biscuits and gravy . <s>
1,Biscuits were soft and fluffy
1,and the gravy was legit too ! <s>
1,And the service
1,we got was really good . <s>
1,Def coming back
1,when i get another chance . <s>
0,I was born and raised in new orleans . <s>
0,I do not make this statement lightly :
1,this is the best cajun/louisiana restaurant
1,i 've ever been to outside of louisiana . <s>
0,Period . <s>
1,The best . <s>
1,Mrs. jennifer and her staff get it . <s>
1,They understand
1,"that food from louisiana is spicy flavorful , not just spicy spicy . <s>"
1,"You can not compare flavors to other "" cajun "" restaurants . <s>"
0,If you 've only been to papadeaux 's or baby kay 's you will find
0,that the food is different . <s>
1,That 's because flavors is authentic
1,and the others are not . <s>
0,You can only compare it to actually authentic cajun restaurants in south louisiana . <s>
1,"The restaurant has come such a long way with expansions in the dining room , kitchen and menu offerings . <s>"
1,This louisiana boy is so happy
1,that ms. jennifer chose to share her talents with the world . <s>
0,An eatery
1,that deserves more praise
0,than there is room or words for . <s>
1,The atmosphere was quiet even on a busy weekend evening . <s>
1,The wait staff was attentive and timely . <s>
1,The food was outstanding . <s>
0,"I personnally had the seafood spendour ,"
1,and it was definitely the best dining experience
0,i have had in quite a while . <s>
1,The freshly baked rolls were right from the oven
1,and put those from the corporate chain restruants to shame . <s>
1,Pricing was definitely reasonable . <s>
1,Will definitely be dining here again . <s>
1,"Just like it 's other location , this place is great . <s>"
0,And
0,because not everyone knows about it
0,"and they now serve lunch ,"
1,there 's not a wait . ( at least for me there was not ) . <s>
0,They even bring you out some warm olives
0,to snack on
0,as you wait for your food . <s>
0,"I went with the sonny boy ,"
1,"and boy , it was heaven ! <s>"
1,Perfectly thin crust with delicious toppings . <s>
1,My mouth is drooling
0,thinking about it . <s>
1,"Next time in the valley , i will be back to try some of their other offerings . <s>"
1,This might be my new favorite night spot . <s>
1,The music was n't too loud . <s>
1,"The drinks were on point ,"
1,and the staff was legendary . <s>
1,"I have been back many times ,"
1,and have enjoyed each time more than the time prior . <s>
0,I have eaten the food
1,( perhaps the best tuna in town ) . <s>
0,I have gone on a saturday night
0,"when it is packed , and on a sunday night"
0,when mad men and live music is playing . <s>
1,Each time seems to be better than the last . <s>
1,I am happy to add mabel 's to my local watering holes . <s>
0,Hopefully they do n't try to change . <s>
0,Old town does n't need another carbon copy bar . <s>
1,I am so addicted to india oven
1,that it 's embarassing . <s>
0,I 've been
1,"known to come here at least once a week ,"
0,and occasionally by myself
0,if i ca n't drag anyone in with me . <s>
0,"Eating alone at a buffet is not usually worth the shame ,"
1,unless it 's here . <s>
1,"The staff is incredibly attentive and kind ,"
1,and the owner is always fast to come over
1,and ask you about your experience . <s>
1,The inside is decorated beautifully
1,and the ambiance is low key yet classy . <s>
1,"The lunch/dinner buffets have both mango lassi and chai tea ,"
1,both of which i love . <s>
1,Their buffet is the cheapest
0,i have seen
1,"( $ 7.95 / lunch , $ 9.95 /"
1,dinner ) and also the best . <s>
1,"Their tikka masala and spinach paneer are definitely my favorites ,"
1,although they have a few rotating dishes
1,that are also amazing . <s>
1,"Lots of variety , always hot , and wonderful flavor . <s>"
0,"Closed on mondays ,"
1,"but otherwise , go give them a visit . <s>"
